number;rank;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;fr_url;us_url;list
12;12;Common;;Granivol;Hoppip;Pokémon;Grass;187;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_12.png;https://images.pokemontcg.io/sm8/12.png;sm8
13;13;Uncommon;;Floravol;Skiploom;Pokémon;Grass;188;Hitoshi Ariga;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_13.png;https://images.pokemontcg.io/sm8/13.png;sm8
14;14;Rare Holo;;Cotovol;Jumpluff;Pokémon;Grass;189;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_14.png;https://images.pokemontcg.io/sm8/14.png;sm8
15;15;Common;;Pomdepik;Pineco;Pokémon;Grass;204;Misa Tsutsui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_15.png;https://images.pokemontcg.io/sm8/15.png;sm8
16;16;Uncommon;;Caratroc;Shuckle;Pokémon;Grass;213;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_16.png;https://images.pokemontcg.io/sm8/16.png;sm8
17;17;Ultra;GX;Caratroc-GX;Shuckle-GX;Pokémon;Grass;213;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_17.png;https://images.pokemontcg.io/sm8/17.png;sm8
18;18;Uncommon;;Scarhino;Heracross;Pokémon;Grass;214;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_18.png;https://images.pokemontcg.io/sm8/18.png;sm8
19;19;Ultra;Prisme;Celebi Prisme Étoile;Celebi ◇;Pokémon;Grass;251;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_19.png;https://images.pokemontcg.io/sm8/19.png;sm8
20;20;Common;;Arcko;Treecko;Pokémon;Grass;252;Tomokazu Komiya;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_20.png;https://images.pokemontcg.io/sm8/20.png;sm8
21;21;Uncommon;;Massko;Grovyle;Pokémon;Grass;253;Ayaka Yoshida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_21.png;https://images.pokemontcg.io/sm8/21.png;sm8
22;22;Ultra;GX;Jungko-GX;Sceptile-GX;Pokémon;Grass;254;Yoshinobu Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_22.png;https://images.pokemontcg.io/sm8/22.png;sm8
23;23;Common;;Chenipotte;Wurmple;Pokémon;Grass;265;kirisAki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_23.png;https://images.pokemontcg.io/sm8/23.png;sm8
24;24;Common;;Chenipotte;Wurmple;Pokémon;Grass;265;Mina Nakai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_24.png;https://images.pokemontcg.io/sm8/24.png;sm8
25;25;Uncommon;;Armulys;Silcoon;Pokémon;Grass;266;Satoshi Shirai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_25.png;https://images.pokemontcg.io/sm8/25.png;sm8
26;26;Rare;;Charmillon;Beautifly;Pokémon;Grass;267;313;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_26.png;https://images.pokemontcg.io/sm8/26.png;sm8
27;27;Uncommon;;Blindalys;Cascoon;Pokémon;Grass;268;Aya Kusube;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_27.png;https://images.pokemontcg.io/sm8/27.png;sm8
28;28;Rare;;Papinox;Dustox;Pokémon;Grass;269;Midori Harada;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_28.png;https://images.pokemontcg.io/sm8/28.png;sm8
29;29;Common;;Ningale;Nincada;Pokémon;Grass;290;SATOSHI NAKAI;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_29.png;https://images.pokemontcg.io/sm8/29.png;sm8
30;30;Uncommon;;Ninjask;Ninjask;Pokémon;Grass;291;kirisAki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_30.png;https://images.pokemontcg.io/sm8/30.png;sm8
31;31;Common;;Apitrini;Combee;Pokémon;Grass;415;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_31.png;https://images.pokemontcg.io/sm8/31.png;sm8
32;32;Uncommon;;Apireine;Vespiquen;Pokémon;Grass;416;chibi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_32.png;https://images.pokemontcg.io/sm8/32.png;sm8
33;33;Rare Holo;;Shaymin;Shaymin;Pokémon;Grass;492;Sekio;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_33.png;https://images.pokemontcg.io/sm8/33.png;sm8
34;34;Ultra;GX;Viridium-GX;Virizion-GX;Pokémon;Grass;640;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_34.png;https://images.pokemontcg.io/sm8/34.png;sm8
35;35;Common;;Cabriolaine;Skiddo;Pokémon;Grass;672;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_35.png;https://images.pokemontcg.io/sm8/35.png;sm8
36;36;Uncommon;;Chevroum;Gogoat;Pokémon;Grass;673;sowsow;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_36.png;https://images.pokemontcg.io/sm8/36.png;sm8
37;37;Rare Holo;;Tokotoro;Tapu Bulu;Pokémon;Grass;;Satoshi Shirai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_37.png;https://images.pokemontcg.io/sm8/37.png;sm8
38;38;Rare;;Sulfura;Moltres;Pokémon;Fire;146;Misa Tsutsui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_38.png;https://images.pokemontcg.io/sm8/38.png;sm8
39;39;Common;;Héricendre;Cyndaquil;Pokémon;Fire;155;Mina Nakai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_39.png;https://images.pokemontcg.io/sm8/39.png;sm8
40;40;Common;;Héricendre;Cyndaquil;Pokémon;Fire;155;kirisAki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_40.png;https://images.pokemontcg.io/sm8/40.png;sm8
41;41;Uncommon;;Feurisson;Quilava;Pokémon;Fire;156;Miki Tanaka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_41.png;https://images.pokemontcg.io/sm8/41.png;sm8
42;42;Rare Holo;;Typhlosion;Typhlosion;Pokémon;Fire;157;Kouki Saitou;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_42.png;https://images.pokemontcg.io/sm8/42.png;sm8
43;43;Common;;Limagma;Slugma;Pokémon;Fire;218;SATOSHI NAKAI;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_43.png;https://images.pokemontcg.io/sm8/43.png;sm8
44;44;Ultra;GX;Volcaropod-GX;Magcargo-GX;Pokémon;Fire;219;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_44.png;https://images.pokemontcg.io/sm8/44.png;sm8
45;45;Common;;Malosse;Houndour;Pokémon;Fire;228;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_45.png;https://images.pokemontcg.io/sm8/45.png;sm8
46;46;Rare;;Démolosse;Houndoom;Pokémon;Fire;229;Sekio;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_46.png;https://images.pokemontcg.io/sm8/46.png;sm8
47;47;Rare;;Entei;Entei;Pokémon;Fire;244;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_47.png;https://images.pokemontcg.io/sm8/47.png;sm8
48;48;Rare Holo;;Heatran;Heatran;Pokémon;Fire;485;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_48.png;https://images.pokemontcg.io/sm8/48.png;sm8
49;49;Rare;;Victini;Victini;Pokémon;Fire;494;sowsow;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_49.png;https://images.pokemontcg.io/sm8/49.png;sm8
50;50;Common;;Hélionceau;Litleo;Pokémon;Fire;667;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_50.png;https://images.pokemontcg.io/sm8/50.png;sm8
51;51;Rare;;Némélios;Pyroar;Pokémon;Fire;668;Hasuno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_51.png;https://images.pokemontcg.io/sm8/51.png;sm8
52;52;Ultra;GX;Pierroteknik-GX;Blacephalon-GX;Pokémon;Fire;;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_52.png;https://images.pokemontcg.io/sm8/52.png;sm8
53;53;Common;;Goupix d'Alola;Alolan Vulpix;Pokémon;Water;37;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_53.png;https://images.pokemontcg.io/sm8/53.png;sm8
54;54;Common;;Ramoloss;Slowpoke;Pokémon;Water;79;Tomokazu Komiya;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_54.png;https://images.pokemontcg.io/sm8/54.png;sm8
55;55;Rare;;Roigada;Slowking;Pokémon;Water;199;sowsow;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_55.png;https://images.pokemontcg.io/sm8/55.png;sm8
56;56;Rare;;Lokhlass;Lapras;Pokémon;Water;131;Sekio;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_56.png;https://images.pokemontcg.io/sm8/56.png;sm8
57;57;Uncommon;;Cadoizo;Delibird;Pokémon;Water;225;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_57.png;https://images.pokemontcg.io/sm8/57.png;sm8
58;58;Uncommon;;Demanta;Mantine;Pokémon;Water;226;Sanosuke Sakuma;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_58.png;https://images.pokemontcg.io/sm8/58.png;sm8
59;59;Rare Holo;;Suicune;Suicune;Pokémon;Water;245;Anesaki Dynamic;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_59.png;https://images.pokemontcg.io/sm8/59.png;sm8
60;60;Ultra;GX;Suicune-GX;Suicune-GX;Pokémon;Water;245;5ban Graphics;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_60.png;https://images.pokemontcg.io/sm8/60.png;sm8
61;61;Common;;Polarhume;Cubchoo;Pokémon;Water;613;313;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_61.png;https://images.pokemontcg.io/sm8/61.png;sm8
62;62;Rare;;Polagriffe;Beartic;Pokémon;Water;614;Mina Nakai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_62.png;https://images.pokemontcg.io/sm8/62.png;sm8
63;63;Rare Holo;;Kyurem Blanc;White Kyurem;Pokémon;Water;646;Hitoshi Ariga;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_63.png;https://images.pokemontcg.io/sm8/63.png;sm8
64;64;Common;;Otaquin;Popplio;Pokémon;Water;728;Hitoshi Ariga;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_64.png;https://images.pokemontcg.io/sm8/64.png;sm8
65;65;Common;;Otaquin;Popplio;Pokémon;Water;728;Yusuke Ohmura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_65.png;https://images.pokemontcg.io/sm8/65.png;sm8
66;66;Uncommon;;Otarlette;Brionne;Pokémon;Water;729;Atsuko Nishida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_66.png;https://images.pokemontcg.io/sm8/66.png;sm8
67;67;Rare;;Oratoria;Primarina;Pokémon;Water;730;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_67.png;https://images.pokemontcg.io/sm8/67.png;sm8
68;68;Common;;Vorastérie;Mareanie;Pokémon;Water;747;Aya Kusube;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_68.png;https://images.pokemontcg.io/sm8/68.png;sm8
69;69;Rare;;Prédastérie;Toxapex;Pokémon;Water;748;kirisAki;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_69.png;https://images.pokemontcg.io/sm8/69.png;sm8
70;70;Common;;Denticrisse;Bruxish;Pokémon;Water;779;tetsuya koizumi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_70.png;https://images.pokemontcg.io/sm8/70.png;sm8
71;71;Uncommon;;Elektek;Electabuzz;Pokémon;Lightning;125;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_71.png;https://images.pokemontcg.io/sm8/71.png;sm8
72;72;Rare;;Elekable;Electivire;Pokémon;Lightning;466;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_72.png;https://images.pokemontcg.io/sm8/72.png;sm8
73;73;Common;;Loupio;Chinchou;Pokémon;Lightning;170;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_73.png;https://images.pokemontcg.io/sm8/73.png;sm8
74;74;Rare;;Lanturn;Lanturn;Pokémon;Lightning;171;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_74.png;https://images.pokemontcg.io/sm8/74.png;sm8
75;75;Common;;Wattouat;Mareep;Pokémon;Lightning;179;Midori Harada;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_75.png;https://images.pokemontcg.io/sm8/75.png;sm8
76;76;Common;;Wattouat;Mareep;Pokémon;Lightning;179;313;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_76.png;https://images.pokemontcg.io/sm8/76.png;sm8
77;77;Uncommon;;Lainergie;Flaaffy;Pokémon;Lightning;180;Mizue;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_77.png;https://images.pokemontcg.io/sm8/77.png;sm8
78;78;Rare Holo;;Pharamp;Ampharos;Pokémon;Lightning;181;Satoshi Shirai;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_78.png;https://images.pokemontcg.io/sm8/78.png;sm8
79;79;Rare;;Raikou;Raikou;Pokémon;Lightning;243;Kagemaru Himeno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_79.png;https://images.pokemontcg.io/sm8/79.png;sm8
80;80;Common;;Pachirisu;Pachirisu;Pokémon;Lightning;417;Yuka Morii;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_80.png;https://images.pokemontcg.io/sm8/80.png;sm8
81;81;Common;;Zébibron;Blitzle;Pokémon;Lightning;522;Miki Tanaka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_81.png;https://images.pokemontcg.io/sm8/81.png;sm8
82;82;Rare;;Zéblitz;Zebstrika;Pokémon;Lightning;523;Misa Tsutsui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_82.png;https://images.pokemontcg.io/sm8/82.png;sm8
83;83;Common;;Limonde;Stunfisk;Pokémon;Lightning;618;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_83.png;https://images.pokemontcg.io/sm8/83.png;sm8
84;84;Common;;Dedenne;Dedenne;Pokémon;Lightning;702;MAHOU;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_84.png;https://images.pokemontcg.io/sm8/84.png;sm8
85;85;Rare Holo;;Tokorico;Tapu Koko;Pokémon;Lightning;;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_85.png;https://images.pokemontcg.io/sm8/85.png;sm8
86;86;Ultra;GX;Zeraora-GX;Zeraora-GX;Pokémon;Lightning;;PLANETA Otani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_86.png;https://images.pokemontcg.io/sm8/86.png;sm8
87;87;Common;;Natu;Natu;Pokémon;Psychic;177;Anesaki Dynamic;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_87.png;https://images.pokemontcg.io/sm8/87.png;sm8
88;88;Uncommon;;Xatu;Xatu;Pokémon;Psychic;178;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_88.png;https://images.pokemontcg.io/sm8/88.png;sm8
89;89;Rare;;Mentali;Espeon;Pokémon;Psychic;196;Ryota Murayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_89.png;https://images.pokemontcg.io/sm8/89.png;sm8
90;90;Rare;;Zarbi;Unown;Pokémon;Psychic;201;Masakazu Fukuda;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_90.png;https://images.pokemontcg.io/sm8/90.png;sm8
91;91;Rare;;Zarbi;Unown;Pokémon;Psychic;201;Hasuno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_91.png;https://images.pokemontcg.io/sm8/91.png;sm8
92;92;Rare;;Zarbi;Unown;Pokémon;Psychic;201;Naoki Saito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_92.png;https://images.pokemontcg.io/sm8/92.png;sm8
93;93;Rare;;Qulbutoke;Wobbuffet;Pokémon;Psychic;202;Megumi Mizutani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_93.png;https://images.pokemontcg.io/sm8/93.png;sm8
94;94;Uncommon;;Girafarig;Girafarig;Pokémon;Psychic;203;Ayaka Yoshida;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_94.png;https://images.pokemontcg.io/sm8/94.png;sm8
95;95;Rare;;Munja;Shedinja;Pokémon;Psychic;292;kawayoo;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_95.png;https://images.pokemontcg.io/sm8/95.png;sm8
96;96;Uncommon;;Ténéfix;Sableye;Pokémon;Psychic;302;Miki Tanaka;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_96.png;https://images.pokemontcg.io/sm8/96.png;sm8
97;97;Rare Holo;;Giratina;Giratina;Pokémon;Psychic;487;Hasuno;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_97.png;https://images.pokemontcg.io/sm8/97.png;sm8
98;98;Ultra;GX;Cryptéro-GX;Sigilyph-GX;Pokémon;Psychic;561;PLANETA Otani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_98.png;https://images.pokemontcg.io/sm8/98.png;sm8
99;99;Common;;Tutafeh;Yamask;Pokémon;Psychic;562;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_99.png;https://images.pokemontcg.io/sm8/99.png;sm8
100;100;Rare;;Tutankafer;Cofagrigus;Pokémon;Psychic;563;tetsuya koizumi;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_100.png;https://images.pokemontcg.io/sm8/100.png;sm8
101;101;Common;;Funécire;Litwick;Pokémon;Psychic;607;Asako Ito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_101.png;https://images.pokemontcg.io/sm8/101.png;sm8
102;102;Uncommon;;Mélancolux;Lampent;Pokémon;Psychic;608;Anesaki Dynamic;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_102.png;https://images.pokemontcg.io/sm8/102.png;sm8
103;103;Rare Holo;;Lugulabre;Chandelure;Pokémon;Psychic;609;so-taro;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_103.png;https://images.pokemontcg.io/sm8/103.png;sm8
104;104;Rare;;Meloetta;Meloetta;Pokémon;Psychic;648;nagimiso;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_104.png;https://images.pokemontcg.io/sm8/104.png;sm8
105;105;Common;;Vorastérie;Mareanie;Pokémon;Psychic;747;Sanosuke Sakuma;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_105.png;https://images.pokemontcg.io/sm8/105.png;sm8
106;106;Rare Holo;;Zéroïd;Nihilego;Pokémon;Psychic;793;Megumi Mizutani;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_106.png;https://images.pokemontcg.io/sm8/106.png;sm8
107;107;Common;;Vémini;Poipole;Pokémon;Psychic;;Hitoshi Ariga;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_107.png;https://images.pokemontcg.io/sm8/107.png;sm8
108;108;Rare Holo;;Mandrillon;Naganadel;Pokémon;Psychic;;Shin Nagasawa;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_108.png;https://images.pokemontcg.io/sm8/108.png;sm8
109;109;Common;;Onix;Onix;Pokémon;Fighting;95;Tomokazu Komiya;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_109.png;https://images.pokemontcg.io/sm8/109.png;sm8
110;110;Uncommon;;Simularbre;Sudowoodo;Pokémon;Fighting;185;Ken Sugimori;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_110.png;https://images.pokemontcg.io/sm8/110.png;sm8
111;111;Common;;Phanpy;Phanpy;Pokémon;Fighting;231;Asako Ito;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_111.png;https://images.pokemontcg.io/sm8/111.png;sm8
112;112;Rare;;Donphan;Donphan;Pokémon;Fighting;232;Naoyo Kimura;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_112.png;https://images.pokemontcg.io/sm8/112.png;sm8
113;113;Uncommon;;Kapoera;Hitmontop;Pokémon;Fighting;237;sowsow;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_113.png;https://images.pokemontcg.io/sm8/113.png;sm8
114;114;Common;;Embrylex;Larvitar;Pokémon;Fighting;246;Misa Tsutsui;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_114.png;https://images.pokemontcg.io/sm8/114.png;sm8
115;115;Common;;Embrylex;Larvitar;Pokémon;Fighting;246;SATOSHI NAKAI;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_115.png;https://images.pokemontcg.io/sm8/115.png;sm8
116;116;Uncommon;;Ymphect;Pupitar;Pokémon;Fighting;247;Yuka Morii;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_116.png;https://images.pokemontcg.io/sm8/116.png;sm8
117;117;Common;;Strassie;Carbink;Pokémon;Fighting;703;Sanosuke Sakuma;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_117.png;https://images.pokemontcg.io/sm8/117.png;sm8
118;118;Common;;Miaouss d'Alola;Alolan Meowth;Pokémon;Darkness;52;Akira Komayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_118.png;https://images.pokemontcg.io/sm8/118.png;sm8
119;119;Rare;;Persian d'Alola;Alolan Persian;Pokémon;Darkness;53;Tomokazu Komiya;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_119.png;https://images.pokemontcg.io/sm8/119.png;sm8
120;120;Rare;;Noctali;Umbreon;Pokémon;Darkness;197;Ryota Murayama;https://assets.pokemon.com/assets/cms2-fr-fr/img/cards/web/SM8/SM8_FR_120.png;https://images.pokemontcg.io/sm8/120.png;sm8
