rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
30;30;Rare Holo;;Aquali;Vaporeon δ;シャワーズ δ;Pokémon;Water;134;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471517.jpg;ex10
31;31;Uncommon;;Voltorbe d'Holon;Holon's Voltorb;ホロンのビリリダマ;Pokémon;Lightning;100;Takao Unno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471518.jpg;ex10
32;32;Rare Holo;;Électrode d'Holon;Holon's Electrode;ホロンのマルマイン;Pokémon;Lightning;101;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471519.jpg;ex10
33;33;Rare;;Metamorph (Pikachu);Ditto;メタモン;Pokémon;Lightning;132;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471520.jpg;ex10
34;34;Common;;Minidraco;Dratini δ;ミニリュウ δ;Pokémon;Lightning;147;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471521.jpg;ex10
35;35;Uncommon;;Draco;Dragonair δ;ハクリュー δ;Pokémon;Lightning;148;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471522.jpg;ex10
36;36;Common;;Terhal;Beldum δ;ダンバル δ;Pokémon;Lightning;374;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471523.jpg;ex10
37;37;Uncommon;;Metang;Metang δ;メタング δ;Pokémon;Lightning;375;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471524.jpg;ex10
38;38;Rare Holo;;Voltali;Jolteon δ;サンダース δ;Pokémon;Lightning;135;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478340.jpg;ex10
39;39;Rare Holo;;Dracolosse;Dragonite δ;カイリュー δ;Pokémon;Lightning;149;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1171051.jpg;ex10
40;40;Rare Holo;;Metalosse;Metagross δ;メタグロス δ;Pokémon;Lightning;376;Masakazu Fukuda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471526.jpg;ex10
41;41;Rare Holo;;Latias;Latias δ;ラティアス δ;Pokémon;Lightning;380;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1171064.jpg;ex10
42;42;Rare Holo;;Latios;Latios δ;ラティオス δ;Pokémon;Lightning;381;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471586.jpg;ex10
43;43;Rare Holo;;Rayquaza;Rayquaza δ;レックウザ δ;Pokémon;Lightning;384;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1171073.jpg;ex10
44;44;Common;;Soporifik;Drowzee;スリープ;Pokémon;Psychic;96;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471528.jpg;ex10
45;45;Rare;;Hypnomade;Hypno;スリーパー;Pokémon;Psychic;97;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478433.jpg;ex10
46;46;Rare;;Metamorph (Mr.Mime);Ditto;メタモン;Pokémon;Psychic;132;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478434.jpg;ex10
47;47;Common;;Tarsal;Ralts;ラルトス;Pokémon;Psychic;280;Kenkichi Toyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471529.jpg;ex10
48;48;Common;;Kirlia;Kirlia;キルリア;Pokémon;Psychic;281;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471530.jpg;ex10
49;49;Rare Holo;;Mentali;Espeon δ;エーフィ δ;Pokémon;Psychic;196;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471531.jpg;ex10
50;50;Rare Holo;;Gardevoir;Gardevoir δ;サーナイト δ;Pokémon;Psychic;282;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471532.jpg;ex10
51;51;Common;;Sabelette;Sandshrew;サンド;Pokémon;Fighting;27;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471533.jpg;ex10
52;52;Common;;Osselait;Cubone;カラカラ;Pokémon;Fighting;104;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471534.jpg;ex10
53;53;Rare;;Metamorph (Racaillou);Ditto;メタモン;Pokémon;Fighting;132;Yuka Morii;https://res.cloudinary.com/dkhwpritu/image/upload/v1587843978/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_21.42.31.png;ex10
54;54;Common;;Makuhita;Makuhita;マクノシタ;Pokémon;Fighting;296;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471535.jpg;ex10
55;55;Rare;;Hariyama;Hariyama;ハリテヤマ;Pokémon;Fighting;297;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471536.jpg;ex10
56;56;Ultra;Star;Groudon;Groudon;グラードン☆;Pokémon;Fighting;383;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557071132/modifs/Capture_d_e%CC%81cran_2019-05-05_a%CC%80_15.10.34.png;ex10
57;57;Rare Holo;;Sablaireau;Sandslash δ;サンドパン δ;Pokémon;Fighting;28;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478359.jpg;ex10
58;58;Rare Holo;;Ossatueur;Marowak δ;ガラガラ δ;Pokémon;Fighting;105;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471537.jpg;ex10
59;59;Common;;Miaouss;Meowth;ニャース;Pokémon;Colorless;52;Hiroki Fuchino;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471538.jpg;ex10
60;60;Rare;;Persian;Persian;ペルシアン;Pokémon;Colorless;53;Naoyo Kimura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471539.jpg;ex10
61;61;Rare;;Métamorph;Ditto;メタモン;Pokémon;Colorless;132;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471540.jpg;ex10
62;62;Common;;Porygon;Porygon;ポリゴン;Pokémon;Colorless;137;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471541.jpg;ex10
63;63;Rare;;Porygon2;Porygon2;ポリゴン２;Pokémon;Colorless;233;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471542.jpg;ex10
64;64;Common;;Nirondelle;Taillow;スバメ;Pokémon;Colorless;276;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471543.jpg;ex10
65;65;Rare;;Hélédelle;Swellow;オオスバメ;Pokémon;Colorless;277;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471544.jpg;ex10
66;66;Uncommon;;Azurill;Azurill;ルリリ;Pokémon;Colorless;298;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471545.jpg;ex10
67;67;Rare;;Morpheo;Castform;ポワルン;Pokémon;Colorless;351;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478369.jpg;ex10
68;68;Common;;Medhyena;Poochyena;ポチエナ;Pokémon;Darkness;261;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471546.jpg;ex10
69;69;Rare Holo;;Noctali;Umbreon δ;ブラッキー δ;Pokémon;Darkness;197;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471547.jpg;ex10
70;70;Rare Holo;;Grahyena;Mightyena δ;グラエナ δ;Pokémon;Darkness;262;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478458.jpg;ex10
71;71;Uncommon;;Magneti d'Holon;Holon's Magnemite;ホロンのコイル;Pokémon;Metal;81;Katsura Tabata;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471548.jpg;ex10
72;72;Rare Holo;;Magneton d'Holon;Holon's Magneton;ホロンのレアコイル;Pokémon;Metal;82;Katsura Tabata;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471549.jpg;ex10
73;73;Uncommon;;Evoli;Eevee δ;イーブイ δ;Pokémon;Metal;133;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471550.jpg;ex10
74;74;Uncommon;;Airmure;Skarmory;エアームド;Pokémon;Metal;227;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471551.jpg;ex10
75;75;Ultra;Star;Metalosse;Metagross;メタグロス☆;Pokémon;Metal;376;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557071105/modifs/Capture_d_e%CC%81cran_2019-05-05_a%CC%80_15.30.16.png;ex10
76;76;Uncommon;;Emetteur-récepteur Holon;Holon Transceiver;ホロンのトランシーバー;Trainer;NoColor;;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471552.jpg;ex10
77;77;Uncommon;;Scientifique Holon;Holon Scientist;ホロンの科学者;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471553.jpg;ex10
78;78;Uncommon;;Chercheur Holon;Holon Researcher;ホロンの研究員;Trainer;NoColor;;Kanako Eo;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471554.jpg;ex10
79;79;Uncommon;;Mentor Holon;Holon Mentor;ホロンの導師;Trainer;NoColor;;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471555.jpg;ex10
80;80;Uncommon;;Fermier Holon;Holon Farmer;ホロンの農夫;Trainer;NoColor;;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471556.jpg;ex10
81;81;Uncommon;;Jeune fille Holon;Holon Lass;ホロンの娘;Trainer;NoColor;;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471557.jpg;ex10
82;82;Uncommon;;Tour de Recherche Holon;Holon Research Tower;ホロンの研究塔;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471558.jpg;ex10
83;83;Uncommon;;Ruines Holon;Holon Ruins;ホロンの廃墟;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471559.jpg;ex10
84;84;Uncommon;;Énergie Holon FF;Holon Energy FF;ホロンエネルギーＳＹＮ：ＧＬ;Energy;NoColor;;Takumi Akabane;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1471560.jpg;ex10
85;85;Uncommon;;Énergie Holon GL;Holon Energy GL;ホロンエネルギーＳＹＮ：ＦＦ;Energy;NoColor;;Takumi Akabane;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478473.jpg;ex10
86;86;Uncommon;;Energie Holon WP;Holon Energy WP;ホロンエネルギーＳＹＮ：ＷＰ;Energy;NoColor;;Takumi Akabane;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1478474.jpg;ex10
