rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
11;11;Ultra;Star;Pyroli;Flareon;ブースター☆;Pokémon;Fire;136;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557140502/modifs/aqua.jpg;ex15
12;12;Common;;Poussifeu;Torchic;アチャモ;Pokémon;Fire;255;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461424.jpg;ex15
13;13;Uncommon;;Galifeu;Combusken;ワカシャモ;Pokémon;Fire;256;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461425.jpg;ex15
14;14;Rare Holo;;Brasegali;Blaziken;バシャーモ;Pokémon;Fire;257;Masakazu Fukuda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461426.jpg;ex15
15;15;Ultra;Star;Aquali Star;Vaporeon Star;シャワーズ☆;Pokémon;Water;134;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557140466/modifs/pyro.jpg;ex15
16;16;Common;;Amonita;Omanyte;オムスター;Pokémon;Water;138;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461427.jpg;ex15
17;17;Rare;;Amonistar;Omastar;オムスター;Pokémon;Water;139;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461428.jpg;ex15
18;18;Common;;Stalgamin;Snorunt;ユキワラシ;Pokémon;Water;361;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461429.jpg;ex15
19;19;Uncommon;;Oniglali;Glalie;オニゴーリ;Pokémon;Water;362;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461430.jpg;ex15
20;20;Common;;Obalie;Spheal;タマザラシ;Pokémon;Water;363;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461431.jpg;ex15
21;21;Uncommon;;Phogleur;Sealeo;トドグラー;Pokémon;Water;364;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461432.jpg;ex15
22;22;Ultra;ex;Kaimorse ex;Walrein ex;トドゼルガex;Pokémon;Water;365;Ryo Ueda;https://res.cloudinary.com/dkhwpritu/image/upload/v1587829106/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_17.36.29.png;ex15
23;23;Common;;Pikachu;Pikachu;ピカチュウ;Pokémon;Lightning;25;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461433.jpg;ex15
24;24;Rare Holo;;Raichu;Raichu;ライチュウ;Pokémon;Lightning;26;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461434.jpg;ex15
25;25;Common;;Magneti;Magnemite;コイル;Pokémon;Lightning;81;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461435.jpg;ex15
26;26;Rare;;Magneton;Magneton;レアコイル;Pokémon;Lightning;82;Masakazu Fukuda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461436.jpg;ex15
27;27;Ultra;Star;Voltali Star;Jolteon Star;サンダース☆;Pokémon;Lightning;135;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557140492/modifs/Capture_d_e%CC%81cran_2019-05-06_a%CC%80_12.37.15.png;ex15
28;28;Common;;Loupio;Chinchou;チョンチー;Pokémon;Lightning;170;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461437.jpg;ex15
29;29;Rare;;Lanturn;Lanturn;ランターン;Pokémon;Lightning;171;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461438.jpg;ex15
30;30;Rare;;Pichu;Pichu;ピチュー;Pokémon;Lightning;172;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461439.jpg;ex15
31;31;Rare;;Qulbutoke;Wobbuffet;ソーナンス;Pokémon;Psychic;202;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1587845021/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_19.22.37.png;ex15
32;32;Common;;Tarsal;Ralts;ラルトス;Pokémon;Psychic;280;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461440.jpg;ex15
33;33;Uncommon;;Kirlia;Kirlia;キルリア;Pokémon;Psychic;281;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461441.jpg;ex15
34;34;Rare Holo;;Gardevoir;Gardevoir;サーナイト;Pokémon;Psychic;282;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461442.jpg;ex15
35;35;Rare;;Ténéfix;Sableye;ヤミラミ;Pokémon;Psychic;302;Ken Sugimori;https://res.cloudinary.com/dkhwpritu/image/upload/v1587845048/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_19.21.49.png;ex15
36;36;Common;;Balbuto;Baltoy;ヤジロン;Pokémon;Psychic;343;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461444.jpg;ex15
37;37;Ultra;ex;Kaorine ex;Claydol ex;ネンドールex;Pokémon;Psychic;344;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1482348.jpg;ex15
38;38;Common;;Polichombr;Shuppet;カゲボウズ;Pokémon;Psychic;353;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461445.jpg;ex15
39;39;Rare;;Branette;Banette;ジュペッタ;Pokémon;Psychic;354;Ken Sugimori;https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTHkNmg7yS9-kYtgOaS5ovVeygmwTH882Bjup0zdmy6keV8vEa8&usqp=CAU;ex15
40;40;Common;;Skelenox;Duskull;ヨマワル;Pokémon;Psychic;355;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461446.jpg;ex15
41;41;Rare;;Teraclope;Dusclops;サマヨール;Pokémon;Psychic;356;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461447.jpg;ex15
42;42;Common;;Okéoké;Wynaut;ソーナノ;Pokémon;Psychic;360;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461448.jpg;ex15
43;43;Common;;Machoc;Machop;ワンリキー;Pokémon;Fighting;66;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461449.jpg;ex15
44;44;Uncommon;;Machopeur;Machoke;ゴーリキー;Pokémon;Fighting;67;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461450.jpg;ex15
45;45;Rare;;Mackogneur;Machamp;カイリキー;Pokémon;Fighting;68;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461451.jpg;ex15
46;46;Common;;Kabuto;Kabuto;カブト;Pokémon;Fighting;140;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461452.jpg;ex15
47;47;Rare;;Kabutops;Kabutops;カブトプス;Pokémon;Fighting;141;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461453.jpg;ex15
48;48;Common;;Meditikka;Meditite;アサナン;Pokémon;Fighting;307;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461454.jpg;ex15
49;49;Uncommon;;Charmina;Medicham;チャーレム;Pokémon;Fighting;308;Tomoaki Imakuni;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461455.jpg;ex15
50;50;Common;;Kraknoix;Trapinch;ナックラー;Pokémon;Fighting;328;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461456.jpg;ex15
51;51;Uncommon;;Anorith;Anorith;アノプス;Pokémon;Fighting;347;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461457.jpg;ex15
52;52;Rare;;Armaldo;Armaldo;アーマルド;Pokémon;Fighting;348;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461458.jpg;ex15
53;53;Common;;Medhyena;Poochyena;ポチエナ;Pokémon;Darkness;261;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461460.jpg;ex15
54;54;Rare;;Grahyena;Mightyena;グラエナ;Pokémon;Darkness;262;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461461.jpg;ex15
55;55;Uncommon;;Pifeuil;Nuzleaf;コノハナ;Pokémon;Darkness;274;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461462.jpg;ex15
56;56;Ultra;ex;Tengalice ex;Shiftry ex;ダーテングex;Pokémon;Darkness;275;Ryo Ueda;https://res.cloudinary.com/dkhwpritu/image/upload/v1587845168/modifs/tenga.jpg;ex15
57;57;Common;;Carvanha;Carvanha;キバニア;Pokémon;Darkness;318;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461463.jpg;ex15
58;58;Uncommon;;Sharpedo;Sharpedo;サメハダー;Pokémon;Darkness;319;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461464.jpg;ex15
59;59;Uncommon;;Cacturne;Cacturne;ノクタス;Pokémon;Darkness;332;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461465.jpg;ex15
60;60;Ultra;ex;Absol ex;Absol ex;アブソルex;Pokémon;Darkness;359;Ryo Ueda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557140479/modifs/Capture_d_e%CC%81cran_2019-05-06_a%CC%80_12.41.59.png;ex15
61;61;Ultra;ex;Airmure ex;Skarmory ex;エアームドex;Pokémon;Metal;227;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461466.jpg;ex15
62;62;Rare;;Mysdibule;Mawile;クチート;Pokémon;Metal;303;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461467.jpg;ex15
63;63;Common;;Galekid;Aron;ココドラ;Pokémon;Metal;304;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461468.jpg;ex15
64;64;Uncommon;;Galegon;Lairon;コドラ;Pokémon;Metal;305;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461469.jpg;ex15
65;65;Rare;;Galeking;Aggron;ボスゴドラ;Pokémon;Metal;306;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461470.jpg;ex15
66;66;Common;;Terhal;Beldum;ダンバル;Pokémon;Metal;374;Midori Harada;https://www.suruga-ya.jp/database/pics/game/g6868486.jpg;ex15
67;67;Uncommon;;Metang;Metang;メタング;Pokémon;Metal;375;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461471.jpg;ex15
68;68;Ultra;ex;Metalosse ex;Metagross ex;メタグロスex;Pokémon;Metal;376;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461472.jpg;ex15
69;69;Common;;Parecool;Slakoth;ナマケロ;Pokémon;Colorless;287;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461473.jpg;ex15
70;70;Uncommon;;Vigoroth;Vigoroth;ヤルキモノ;Pokémon;Colorless;288;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461474.jpg;ex15
71;71;Rare Holo;;Monaflemit;Slaking;ケッキング;Pokémon;Colorless;289;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461475.jpg;ex15
72;72;Common;;Skitty;Skitty;エネコ;Pokémon;Colorless;300;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461476.jpg;ex15
73;73;Rare Holo;;Delcatty;Delcatty;エネコロロ;Pokémon;Colorless;301;Masakazu Fukuda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461477.jpg;ex15
74;74;Uncommon;;Vibraninf;Vibrava;ビブラーバ;Pokémon;Colorless;329;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461478.jpg;ex15
75;75;Ultra;ex;Libegon ex;Flygon ex;フライゴンex;Pokémon;Colorless;330;Mitsuhiro Arita;https://res.cloudinary.com/dkhwpritu/image/upload/v1587845193/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_19.00.24.png;ex15
76;76;Common;;Tylton;Swablu;チルット;Pokémon;Colorless;333;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461479.jpg;ex15
77;77;Rare;;Altaria;Altaria;チルタリス;Pokémon;Colorless;334;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461480.jpg;ex15
78;78;Rare;;Mangriff;Zangoose;ザングース;Pokémon;Colorless;335;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461481.jpg;ex15
79;79;Common;;Draby;Bagon;タツベイ;Pokémon;Colorless;371;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461482.jpg;ex15
80;80;Uncommon;;Drackhaus;Shelgon;コモルー;Pokémon;Colorless;372;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461483.jpg;ex15
81;81;Ultra;ex;Drattak ex;Salamence ex;ボーマンダex;Pokémon;Colorless;373;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461484.jpg;ex15
82;82;Uncommon;;Recyclage d'énergie;Energy Recycle System;エネルギー循環装置;Trainer;NoColor;;Zu-Ka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461485.jpg;ex15
83;83;Uncommon;;Échange d'énergie;Energy Switch;エネルギーつけかえ;Trainer;NoColor;;Ken Ikuji;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461486.jpg;ex15
84;84;Uncommon;;Suppression d'Énergie 2;Energy Removal 2;エネルギー・リムーブ;Trainer;NoColor;;Keiji Kinebuchi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461487.jpg;ex15
85;85;Uncommon;;Super Ball;Great Ball;スーパーボール;Trainer;NoColor;;Nakaoka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461488.jpg;ex15
86;86;Common;;Fossile Griffe HP 40;Claw Fossil;ツメの化石;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461489.jpg;ex15
87;87;Common;;Mystérieux Fossile HP 50;Mysterious Fossil;なにかの化石;Trainer;NoColor;;Ryo Ueda;https://res.cloudinary.com/dkhwpritu/image/upload/v1587845225/modifs/Capture_d_e%CC%81cran_2020-04-25_a%CC%80_19.18.24.png;ex15
88;88;Common;;Fossile Racine HP 40;Root Fossil;ねっこの化石;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461490.jpg;ex15
89;89;Uncommon;;Master Ball;Master Ball;マスターボール;Trainer;NoColor;;Keiji Kinebuchi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461491.jpg;ex15
90;90;Uncommon;;Scott;Scott;エニシダ;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461492.jpg;ex15
91;91;Uncommon;;Professor Seko;Professor Birch;オダマキはかせ;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461493.jpg;ex15
92;92;Uncommon;;Les conseils de Pierre;Steven's Advice;ダイゴのアドバイス;Trainer;NoColor;;Ken Sugimori;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461494.jpg;ex15
93;93;Uncommon;;Zone de combat;Battle Frontier;バトルフロンティア;Trainer;NoColor;;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461495.jpg;ex15
94;94;Uncommon;;Stade de Damien;Sidney's Stadium;カゲツのスタジアム;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461496.jpg;ex15
95;95;Uncommon;;Stade d'Aragon;Drake's Stadium;ゲンジのスタジアム;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461497.jpg;ex15
96;96;Uncommon;;Stade de Spectra;Phoebe's Stadium;フヨウのスタジアム;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461498.jpg;ex15
97;97;Uncommon;;Stade de Glacia;Glacia's Stadium;プリムのスタジアム;Trainer;NoColor;;Ryo Ueda;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461499.jpg;ex15
98;98;Uncommon;;Énergie Cyclone;Cyclone Energy;サイクロンエネルギー;Energy;NoColor;;Shin-ichi Yoshikawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461500.jpg;ex15
99;99;Rare;;Énergies multiples;Multi Energy;マルチエネルギー;Energy;NoColor;;Takumi Akabane;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461501.jpg;ex15
100;100;Uncommon;;Energie de Distorsion;Warp Energy;ワープエネルギー;Energy;NoColor;;Shin-ichi Yoshikawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461502.jpg;ex15
101;101;Rare;;Énergie Obscurité;Darkness Energy;悪エネルギー;Energy;NoColor;;Milky Isobe;https://res.cloudinary.com/dkhwpritu/image/upload/v1587845248/modifs/darkness.jpg;ex15
102;102;Rare;;Énergie Métal;Metal Energy;鋼エネルギー;Energy;NoColor;;Milky Isobe;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461503.jpg;ex15
103;103;Rare;;Énergie Plante;Grass Energy;草エネルギー;Energy;NoColor;;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461504.jpg;ex15
104;104;Rare;;Énergie Feu;Fire Energy;炎エネルギー;Energy;NoColor;;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461505.jpg;ex15
105;105;Rare;;Energie Eau;Water Energy;水エネルギー;Energy;NoColor;;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461506.jpg;ex15
106;106;Rare;;Énergie Electrique;Lightning Energy;雷エネルギー;Energy;NoColor;;;https://res.cloudinary.com/dkhwpritu/image/upload/v1587845249/modifs/lightning.jpg;ex15
107;107;Rare;;Énergie Psy;Psychic Energy;超エネルギー;Energy;NoColor;;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461507.jpg;ex15
108;108;Rare;;Énergie Combat;Fighting Energy;闘エネルギー;Energy;NoColor;;;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1461508.jpg;ex15
