rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
33;;Uncommon;;Feurisson;Quilava δ;マグマラシ δ;Pokémon;Psychic;156;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476087.jpg;ex14
34;;Rare Holo;;Typhlosion;Typhlosion δ;バクフーン δ;Pokémon;Psychic;157;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476088.jpg;ex14
35;;Common;;Kraknoix;Trapinch δ;ナックラー δ;Pokémon;Psychic;328;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476089.jpg;ex14
36;;Rare;;Vibraninf;Vibrava δ;ビブラーバ δ;Pokémon;Psychic;329;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476090.jpg;ex14
37;;Ultra;ex;Libegon ex;Flygon ex δ;フライゴンex δ;Pokémon;Psychic;330;Nakaoka;https://res.cloudinary.com/dkhwpritu/image/upload/v1557135234/modifs/Capture_d_e%CC%81cran_2019-05-06_a%CC%80_11.12.41.png;ex14
38;;Common;;Kokiyas;Shellder δ;シェルダー δ;Pokémon;Fighting;90;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476092.jpg;ex14
39;;Rare;;Crustabri;Cloyster δ;パルシェン δ;Pokémon;Fighting;91;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476093.jpg;ex14
40;;Uncommon;;Hypotrempe;Horsea δ;タッツー δ;Pokémon;Fighting;116;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476094.jpg;ex14
41;;Rare;;Hypocéan;Seadra δ;シードラ δ;Pokémon;Fighting;117;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476095.jpg;ex14
42;;Rare Holo;;Scarabrute;Pinsir δ;カイロス δ;Pokémon;Fighting;127;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476096.jpg;ex14
43;;Common;;Germignon;Chikorita δ;チコリータ;Pokémon;Fighting;152;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476097.jpg;ex14
44;;Uncommon;;Macronium;Bayleef δ;ベイリーフ δ;Pokémon;Fighting;153;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476098.jpg;ex14
45;;Rare Holo;;Méganium;Meganium δ;メガニウム δ;Pokémon;Fighting;154;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476099.jpg;ex14
46;;Ultra;ex;Hyporoi ex;Kingdra ex δ;キングドラex δ;Pokémon;Fighting;230;Masahiko Ishii;https://res.cloudinary.com/dkhwpritu/image/upload/v1557135217/modifs/Capture_d_e%CC%81cran_2019-05-06_a%CC%80_11.15.22.png;ex14
47;;Common;;Otaria;Seel δ;パウワウ δ;Pokémon;Colorless;86;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476101.jpg;ex14
48;;Rare;;Lamantine;Dewgong δ;ジュゴン δ;Pokémon;Colorless;87;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476102.jpg;ex14
49;;Common;;Wattouat;Mareep δ;メリープ δ;Pokémon;Colorless;179;Sachiko Adachi;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476103.jpg;ex14
50;;Uncommon;;Lainergie;Flaaffy δ;モココ δ;Pokémon;Colorless;180;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476104.jpg;ex14
51;;Rare Holo;;Pharamp;Ampharos δ;デンリュウ δ;Pokémon;Colorless;181;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476105.jpg;ex14
52;;Ultra;Star;Dracaufeu Star;Charizard Star δ;リザードン☆ δ;Pokémon;Darkness;6;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557135204/modifs/Capture_d_e%CC%81cran_2019-05-06_a%CC%80_11.17.45.png;ex14
53;;Common;;Nidoran M;Nidoran♂ δ;ニドラン♂ δ;Pokémon;Darkness;32;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476107.jpg;ex14
54;;Uncommon;;Nidorino;Nidorino δ;ニドリーノ δ;Pokémon;Darkness;33;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476108.jpg;ex14
55;;Rare Holo;;Nidoking;Nidoking δ;ニドキング δ;Pokémon;Darkness;34;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476109.jpg;ex14
56;;Common;;Natu;Natu δ;ネイティ δ;Pokémon;Darkness;177;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476110.jpg;ex14
57;;Rare;;Xatu;Xatu δ;ネイティオ δ;Pokémon;Darkness;178;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476111.jpg;ex14
58;;Common;;Nidoran F;Nidoran♀ δ;ニドラン♀ δ;Pokémon;Metal;29;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476112.jpg;ex14
59;;Uncommon;;Nidorina;Nidorina δ;ニドリーナ δ;Pokémon;Metal;30;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476113.jpg;ex14
60;;Rare Holo;;Nidoqueen;Nidoqueen δ;ニドクイン δ;Pokémon;Metal;31;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476114.jpg;ex14
61;;Common;;Coxy;Ledyba δ;レディバ δ;Pokémon;Metal;165;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476115.jpg;ex14
62;;Rare;;Coxyclaque;Ledian δ;レディアン δ;Pokémon;Metal;166;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476116.jpg;ex14
63;;Rare;;Tropius;Tropius δ;トロピウス δ;Pokémon;Metal;357;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/758048/063-068.jpg?1507921097;ex14
64;;Uncommon;;Canne;Old Rod;ボロのつりざお;Trainer;NoColor;;Shizurow;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476118.jpg;ex14
65;;Uncommon;;L'ermite de l'île;Island Hermit;孤島の隠者;Trainer;NoColor;;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476119.jpg;ex14
66;;Uncommon;;Fétiche de Force;Strength Charm;ちからのかけら;Trainer;NoColor;;Shizurow;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476120.jpg;ex14
67;;Uncommon;;Héritage Holon;Holon Legacy;ホロンの聖跡;Trainer;NoColor;;Shizurow;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476121.jpg;ex14
68;;Uncommon;;Énergie codée;Scramble Energy;スクランブルエネルギー;Energy;NoColor;;Takumi Akabane;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1476122.jpg;ex14
